"","c1_humans.v1","c1_humans.v2","c1_nonwh","c1_nonmale","c1_whmale","c1_disab","c1_nonwest","c1_landurban","c1_landcult","c1_natres","c1_ag","c1_restore","c1_recnoext","c1_recext","c1_animalnonext","c1_animalext","c1_logo"
"388",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"393",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",4,2,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0
"398",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",4,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
"410",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",4,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
"413",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"414",4,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"415",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",4,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"417",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",4,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"419",4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"420",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
"430",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",4,4,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0
"433",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",4,4,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0
"435",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"438",4,4,4,4,0,0,4,0,1,2,2,0,0,0,0,0,0
"439",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",3,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
"442",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",4,0,0,0,0,0,0,4,2,0,1,3,0,0,0,0,0
"445",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",4,4,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0
"447",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"449",4,4,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"450",4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,NA
"451",3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"452",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
"454",4,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0
"455",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",3,3,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0
"457",4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"458",4,4,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0
